Country Name,Country Code,Time,Time Code,"Population"
Soudan du Sud,SSD,2010,YR2010,9508372
Soudan du Sud,SSD,2011,YR2011,9830695
Espagne,ESP,2004,YR2004,42921895
Espagne,ESP,2006,YR2006,44397319
Espagne,ESP,2007,YR2007,45226803
Espagne,ESP,2008,YR2008,45954106
Espagne,ESP,2009,YR2009,46362946
Espagne,ESP,2010,YR2010,46576897
Espagne,ESP,2011,YR2011,46742697
Sri Lanka,LKA,2004,YR2004,19387153
Sri Lanka,LKA,2006,YR2006,19695977
Sri Lanka,LKA,2007,YR2007,19842044
Sri Lanka,LKA,2008,YR2008,19983984
Sri Lanka,LKA,2009,YR2009,20123508
Sri Lanka,LKA,2010,YR2010,20261738
Sri Lanka,LKA,2011,YR2011,20398496
Saint-Kitts-et-Nevis,KNA,2004,YR2004,46323
Saint-Kitts-et-Nevis,KNA,2006,YR2006,47333
Saint-Kitts-et-Nevis,KNA,2007,YR2007,47769
Saint-Kitts-et-Nevis,KNA,2008,YR2008,48178
Saint-Kitts-et-Nevis,KNA,2009,YR2009,48599
Saint-Kitts-et-Nevis,KNA,2010,YR2010,49011
Saint-Kitts-et-Nevis,KNA,2011,YR2011,49442
Sainte-Lucie,LCA,2004,YR2004,161821
Sainte-Lucie,LCA,2006,YR2006,165378
Sainte-Lucie,LCA,2007,YR2007,167644
Sainte-Lucie,LCA,2008,YR2008,170011
Sainte-Lucie,LCA,2009,YR2009,172223
Sainte-Lucie,LCA,2010,YR2010,174092
Sainte-Lucie,LCA,2011,YR2011,175538
Saint-Martin (fr),MAF,2004,YR2004,33187
Saint-Martin (fr),MAF,2006,YR2006,35240
Saint-Martin (fr),MAF,2007,YR2007,36138
Saint-Martin (fr),MAF,2008,YR2008,36880
Saint-Martin (fr),MAF,2009,YR2009,37380
Saint-Martin (fr),MAF,2010,YR2010,37582
Saint-Martin (fr),MAF,2011,YR2011,37451
Saint-Vincent-et-les Grenadines,VCT,2004,YR2004,108520
Saint-Vincent-et-les Grenadines,VCT,2006,YR2006,108602
Saint-Vincent-et-les Grenadines,VCT,2007,YR2007,108516
Saint-Vincent-et-les Grenadines,VCT,2008,YR2008,108401
Saint-Vincent-et-les Grenadines,VCT,2009,YR2009,108293
Saint-Vincent-et-les Grenadines,VCT,2010,YR2010,108260
Saint-Vincent-et-les Grenadines,VCT,2011,YR2011,108315
Soudan,SDN,2004,YR2004,30214189
Soudan,SDN,2006,YR2006,31661824
Soudan,SDN,2007,YR2007,32360619
Soudan,SDN,2008,YR2008,33060844
Soudan,SDN,2009,YR2009,33783779
Soudan,SDN,2010,YR2010,34545014
Soudan,SDN,2011,YR2011,35349676
Suriname,SUR,2004,YR2004,493680
Suriname,SUR,2006,YR2006,505292
Suriname,SUR,2007,YR2007,511181
Suriname,SUR,2008,YR2008,517122
Suriname,SUR,2009,YR2009,523113
Suriname,SUR,2010,YR2010,529126
Suriname,SUR,2011,YR2011,535177
Suède,SWE,2004,YR2004,8993531
Suède,SWE,2006,YR2006,9080505
Suède,SWE,2007,YR2007,9148092
Suède,SWE,2008,YR2008,9219637
Suède,SWE,2009,YR2009,9298515
Suède,SWE,2010,YR2010,9378126
Suède,SWE,2011,YR2011,9449213
Suisse,CHE,2004,YR2004,7389625
Suisse,CHE,2006,YR2006,7483934
Suisse,CHE,2007,YR2007,7551117
Suisse,CHE,2008,YR2008,7647675
Suisse,CHE,2009,YR2009,7743831
Suisse,CHE,2010,YR2010,7824909
Suisse,CHE,2011,YR2011,7912398
République arabe syrienne,SYR,2004,YR2004,17827827
République arabe syrienne,SYR,2006,YR2006,19059257
République arabe syrienne,SYR,2007,YR2007,19878257
République arabe syrienne,SYR,2008,YR2008,20664037
République arabe syrienne,SYR,2009,YR2009,21205873
République arabe syrienne,SYR,2010,YR2010,21362541
République arabe syrienne,SYR,2011,YR2011,21081814
Tadjikistan,TJK,2004,YR2004,6662391
Tadjikistan,TJK,2006,YR2006,6922590
Tadjikistan,TJK,2007,YR2007,7062667
Tadjikistan,TJK,2008,YR2008,7209924
Tadjikistan,TJK,2009,YR2009,7364752
Tadjikistan,TJK,2010,YR2010,7527397
Tadjikistan,TJK,2011,YR2011,7697507
Tanzanie,TZA,2004,YR2004,37379766
Tanzanie,TZA,2006,YR2006,39548666
Tanzanie,TZA,2007,YR2007,40681416
Tanzanie,TZA,2008,YR2008,41853944
Tanzanie,TZA,2009,YR2009,43073830
Tanzanie,TZA,2010,YR2010,44346532
Tanzanie,TZA,2011,YR2011,45673520
Thaïlande,THA,2004,YR2004,64995303
Thaïlande,THA,2006,YR2006,65812540
Thaïlande,THA,2007,YR2007,66182064
Thaïlande,THA,2008,YR2008,66530980
Thaïlande,THA,2009,YR2009,66866834
Thaïlande,THA,2010,YR2010,67195032
Thaïlande,THA,2011,YR2011,67518379
Timor-Leste,TLS,2004,YR2004,971889
Timor-Leste,TLS,2006,YR2006,1016437
Timor-Leste,TLS,2007,YR2007,1036388
Timor-Leste,TLS,2008,YR2008,1055428
Timor-Leste,TLS,2009,YR2009,1074286
Timor-Leste,TLS,2010,YR2010,1093517
Timor-Leste,TLS,2011,YR2011,1113154
Togo,TGO,2004,YR2004,5467770
Togo,TGO,2006,YR2006,5762881
Togo,TGO,2007,YR2007,5920360
Togo,TGO,2008,YR2008,6083417
Togo,TGO,2009,YR2009,6250840
Togo,TGO,2010,YR2010,6421674
Togo,TGO,2011,YR2011,6595939
Tonga,TON,2004,YR2004,100214
Tonga,TON,2006,YR2006,101714
Tonga,TON,2007,YR2007,102577
Tonga,TON,2008,YR2008,103384
Tonga,TON,2009,YR2009,103897
Tonga,TON,2010,YR2010,103981
Tonga,TON,2011,YR2011,103558
Trinité-et-Tobago,TTO,2004,YR2004,1290115
Trinité-et-Tobago,TTO,2006,YR2006,1302552
Trinité-et-Tobago,TTO,2007,YR2007,1308450
Trinité-et-Tobago,TTO,2008,YR2008,1314449
Trinité-et-Tobago,TTO,2009,YR2009,1320921
Trinité-et-Tobago,TTO,2010,YR2010,1328144
Trinité-et-Tobago,TTO,2011,YR2011,1336180
Tunisie,TUN,2004,YR2004,10022278
Tunisie,TUN,2006,YR2006,10201211
Tunisie,TUN,2007,YR2007,10304729
Tunisie,TUN,2008,YR2008,10414425
Tunisie,TUN,2009,YR2009,10525691
Tunisie,TUN,2010,YR2010,10635245
Tunisie,TUN,2011,YR2011,10741872
Turquie,TUR,2004,YR2004,67010930
Turquie,TUR,2006,YR2006,68756809
Turquie,TUR,2007,YR2007,69581854
Turquie,TUR,2008,YR2008,70418612
Turquie,TUR,2009,YR2009,71321406
Turquie,TUR,2010,YR2010,72326992
Turquie,TUR,2011,YR2011,73443254
Turkménistan,TKM,2004,YR2004,4703396
Turkménistan,TKM,2006,YR2006,4810114
Turkménistan,TKM,2007,YR2007,4870142
Turkménistan,TKM,2008,YR2008,4935765
Turkménistan,TKM,2009,YR2009,5007953
Turkménistan,TKM,2010,YR2010,5087211
Turkménistan,TKM,2011,YR2011,5174076
Îles Turques-et-Caïques,TCA,2004,YR2004,26709
Îles Turques-et-Caïques,TCA,2006,YR2006,29394
Îles Turques-et-Caïques,TCA,2007,YR2007,30383
Îles Turques-et-Caïques,TCA,2008,YR2008,31200
Îles Turques-et-Caïques,TCA,2009,YR2009,31933
Îles Turques-et-Caïques,TCA,2010,YR2010,32658
Îles Turques-et-Caïques,TCA,2011,YR2011,33371
Tuvalu,TUV,2004,YR2004,9871
Tuvalu,TUV,2006,YR2006,10118
Tuvalu,TUV,2007,YR2007,10219
Tuvalu,TUV,2008,YR2008,10315
Tuvalu,TUV,2009,YR2009,10413
Tuvalu,TUV,2010,YR2010,10521
Tuvalu,TUV,2011,YR2011,10626
Ouganda,UGA,2004,YR2004,26821300
Ouganda,UGA,2006,YR2006,28571475
Ouganda,UGA,2007,YR2007,29486335
Ouganda,UGA,2008,YR2008,30431734
Ouganda,UGA,2009,YR2009,31411096
Ouganda,UGA,2010,YR2010,32428164
Ouganda,UGA,2011,YR2011,33476772
Ukraine,UKR,2004,YR2004,47451626
Ukraine,UKR,2006,YR2006,46787786
Ukraine,UKR,2007,YR2007,46509355
Ukraine,UKR,2008,YR2008,46258189
Ukraine,UKR,2009,YR2009,46053331
Ukraine,UKR,2010,YR2010,45870741
Ukraine,UKR,2011,YR2011,45706086
Émirats arabes unis,ARE,2004,YR2004,4068577
Émirats arabes unis,ARE,2006,YR2006,5300172
Émirats arabes unis,ARE,2007,YR2007,6168846
Émirats arabes unis,ARE,2008,YR2008,7089486
Émirats arabes unis,ARE,2009,YR2009,7917368
Émirats arabes unis,ARE,2010,YR2010,8549998
Émirats arabes unis,ARE,2011,YR2011,8946778
Royaume-Uni,GBR,2004,YR2004,59987905
Royaume-Uni,GBR,2006,YR2006,60846820
Royaume-Uni,GBR,2007,YR2007,61322463
Royaume-Uni,GBR,2008,YR2008,61806995
Royaume-Uni,GBR,2009,YR2009,62276270
Royaume-Uni,GBR,2010,YR2010,62766365
Royaume-Uni,GBR,2011,YR2011,63258810
États-Unis,USA,2004,YR2004,292805298
États-Unis,USA,2006,YR2006,298379912
États-Unis,USA,2007,YR2007,301231207
États-Unis,USA,2008,YR2008,304093966
États-Unis,USA,2009,YR2009,306771529
États-Unis,USA,2010,YR2010,309327143
États-Unis,USA,2011,YR2011,311583481
Uruguay,URY,2004,YR2004,3321486
Uruguay,URY,2006,YR2006,3325403
Uruguay,URY,2007,YR2007,3331753
Uruguay,URY,2008,YR2008,3340221
Uruguay,URY,2009,YR2009,3349676
Uruguay,URY,2010,YR2010,3359273
Uruguay,URY,2011,YR2011,3368926
Ouzbékistan,UZB,2004,YR2004,25864350
Ouzbékistan,UZB,2006,YR2006,26488250
Ouzbékistan,UZB,2007,YR2007,26868000
Ouzbékistan,UZB,2008,YR2008,27302800
Ouzbékistan,UZB,2009,YR2009,27767400
Ouzbékistan,UZB,2010,YR2010,28562400
Ouzbékistan,UZB,2011,YR2011,29339400
Vanuatu,VUT,2004,YR2004,204123
Vanuatu,VUT,2006,YR2006,214379
Vanuatu,VUT,2007,YR2007,219464
Vanuatu,VUT,2008,YR2008,224700
Vanuatu,VUT,2009,YR2009,230244
Vanuatu,VUT,2010,YR2010,236216
Vanuatu,VUT,2011,YR2011,242658
Venezuela,VEN,2004,YR2004,25996594
Venezuela,VEN,2006,YR2006,26850190
Venezuela,VEN,2007,YR2007,27247601
Venezuela,VEN,2008,YR2008,27635827
Venezuela,VEN,2009,YR2009,28031010
Venezuela,VEN,2010,YR2010,28439942
Venezuela,VEN,2011,YR2011,28887873
Viet Nam,VNM,2004,YR2004,83062819
Viet Nam,VNM,2006,YR2006,84617545
Viet Nam,VNM,2007,YR2007,85419588
Viet Nam,VNM,2008,YR2008,86243424
Viet Nam,VNM,2009,YR2009,87092250
Viet Nam,VNM,2010,YR2010,87967655
Viet Nam,VNM,2011,YR2011,88871384
Îles Vierges (EU),VIR,2004,YR2004,108466
Îles Vierges (EU),VIR,2006,YR2006,108369
Îles Vierges (EU),VIR,2007,YR2007,108337
Îles Vierges (EU),VIR,2008,YR2008,108397
Îles Vierges (EU),VIR,2009,YR2009,108404
Îles Vierges (EU),VIR,2010,YR2010,108357
Îles Vierges (EU),VIR,2011,YR2011,108290
Cisjordanie et Gaza,PSE,2004,YR2004,3236626
Cisjordanie et Gaza,PSE,2006,YR2006,3406334
Cisjordanie et Gaza,PSE,2007,YR2007,3494496
Cisjordanie et Gaza,PSE,2008,YR2008,3591977
Cisjordanie et Gaza,PSE,2009,YR2009,3689099
Cisjordanie et Gaza,PSE,2010,YR2010,3786161
Cisjordanie et Gaza,PSE,2011,YR2011,3882986
"Yémen, Rép. du",YEM,2004,YR2004,19540096
"Yémen, Rép. du",YEM,2006,YR2006,20687648
"Yémen, Rép. du",YEM,2007,YR2007,21282514
"Yémen, Rép. du",YEM,2008,YR2008,21892149
"Yémen, Rép. du",YEM,2009,YR2009,22516464
"Yémen, Rép. du",YEM,2010,YR2010,23154854
"Yémen, Rép. du",YEM,2011,YR2011,23807586
Zambie,ZMB,2004,YR2004,11550641
Zambie,ZMB,2006,YR2006,12173518
Zambie,ZMB,2007,YR2007,12502958
Zambie,ZMB,2008,YR2008,12848531
Zambie,ZMB,2009,YR2009,13215142
Zambie,ZMB,2010,YR2010,13605986
Zambie,ZMB,2011,YR2011,14023199
Zimbabwe,ZWE,2004,YR2004,12019911
Zimbabwe,ZWE,2006,YR2006,12155496
Zimbabwe,ZWE,2007,YR2007,12255920
Zimbabwe,ZWE,2008,YR2008,12379553
Zimbabwe,ZWE,2009,YR2009,12526964
Zimbabwe,ZWE,2010,YR2010,12697728
Zimbabwe,ZWE,2011,YR2011,12894323
